year,community_area,sex,age
2013,EAST GARFIELD PARK,M,0-19
2013,UPTOWN,M,30-39
2013,UPTOWN,M,30-39
2013,UPTOWN,M,20-29
2013,UPTOWN,F,20-29
2013,UPTOWN,M,20-29
2013,UPTOWN,F,20-29
2013,NEW CITY,F,30-39
2013,NEW CITY,M,0-19
2013,AUSTIN,M,20-29
2013,AUSTIN,M,0-19
2013,WEST LAWN,M,30-39
2013,CALUMET HEIGHTS,M,20-29
2013,NEW CITY,M,20-29
2013,ROSELAND,M,0-19
2013,CHATHAM,M,30-39
2013,GREATER GRAND CROSSING,M,20-29
2013,ENGLEWOOD,M,30-39
2013,MORGAN PARK,M,20-29
2013,MORGAN PARK,M,0-19
2013,MORGAN PARK,M,20-29
2013,NEAR NORTH SIDE,M,20-29
2013,NEAR NORTH SIDE,M,20-29
2013,RIVERDALE,M,0-19
2013,SOUTH SHORE,M,20-29
2013,SOUTH SHORE,M,0-19
2013,NEW CITY,M,60-69
2013,CALUMET HEIGHTS,M,20-29
2013,CALUMET HEIGHTS,M,20-29
2013,SOUTH LAWNDALE,M,0-19
2013,SOUTH LAWNDALE,M,20-29
2013,GREATER GRAND CROSSING,M,0-19
2013,GREATER GRAND CROSSING,M,20-29
2013,GREATER GRAND CROSSING,M,20-29
2013,GREATER GRAND CROSSING,F,0-19
2013,GREATER GRAND CROSSING,F,0-19
2013,LOWER WEST SIDE,M,20-29
2013,CHICAGO LAWN,M,20-29
2013,GREATER GRAND CROSSING,M,0-19
2013,SOUTH SHORE,M,20-29
2013,NORTH LAWNDALE,M,0-19
2013,NORTH LAWNDALE,M,30-39
2013,SOUTH DEERING,M,20-29
2013,SOUTH DEERING,M,30-39
2013,DUNNING,F,20-29
2013,GREATER GRAND CROSSING,M,20-29
2013,MCKINLEY PARK,M,0-19
2013,WEST ENGLEWOOD,M,20-29
2013,WEST ENGLEWOOD,M,20-29
2013,SOUTH SHORE,M,20-29
2013,ENGLEWOOD,M,40-49
2013,LOWER WEST SIDE,F,30-39
2013,LOWER WEST SIDE,M,30-39
2013,HUMBOLDT PARK,M,20-29
2013,NORTH LAWNDALE,M,30-39
2013,GREATER GRAND CROSSING,M,0-19
2013,EAST GARFIELD PARK,M,20-29
2013,EAST GARFIELD PARK,M,20-29
2013,NEAR WEST SIDE,M,20-29
2013,MORGAN PARK,M,0-19
2013,WOODLAWN,M,20-29
2013,SOUTH SHORE,M,30-39
2013,ROGERS PARK,M,20-29
2013,SOUTH CHICAGO,M,20-29
2013,WEST PULLMAN,M,50-59
2013,NEW CITY,M,20-29
2013,NORTH LAWNDALE,M,20-29
2013,WEST ENGLEWOOD,M,0-19
2013,SOUTH CHICAGO,M,20-29
2013,AUSTIN,M,20-29
2013,NORTH LAWNDALE,M,0-19
2013,AVONDALE,M,60-69
2013,AVONDALE,M,30-39
2013,BELMONT CRAGIN,M,20-29
2013,GRAND BOULEVARD,M,20-29
2013,CHATHAM,F,30-39
2013,NEAR NORTH SIDE,M,50-59
2013,WEST GARFIELD PARK,M,30-39
2013,WEST ENGLEWOOD,M,20-29
2013,BRIGHTON PARK,M,30-39
2013,GREATER GRAND CROSSING,F,0-19
2013,GREATER GRAND CROSSING,M,20-29
2013,WEST PULLMAN,M,0-19
2013,ENGLEWOOD,M,40-49
2013,NORTH LAWNDALE,M,20-29
2013,LOWER WEST SIDE,M,0-19
2013,CHATHAM,M,0-19
2013,CHATHAM,M,0-19
2013,AUSTIN,M,0-19
2013,ROSELAND,M,0-19
2013,ROSELAND,M,20-29
2013,NEW CITY,M,0-19
2013,NEW CITY,M,50-59
2013,NORTH LAWNDALE,M,0-19
2013,GREATER GRAND CROSSING,M,20-29
2013,GREATER GRAND CROSSING,M,20-29
2013,ROSELAND,M,0-19
2013,GREATER GRAND CROSSING,M,20-29
2013,GREATER GRAND CROSSING,M,40-49
2013,CHICAGO LAWN,M,20-29
2013,SOUTH LAWNDALE,M,0-19
2013,GREATER GRAND CROSSING,M,20-29
2013,GREATER GRAND CROSSING,M,20-29
2013,ROSELAND,F,0-19
2013,AUSTIN,M,0-19
2013,WEST PULLMAN,M,0-19
2013,ENGLEWOOD,M,0-19
2013,MORGAN PARK,M,20-29
2013,ROSELAND,M,20-29
2013,NEW CITY,M,20-29
2013,WEST TOWN,M,20-29
2013,WEST TOWN,M,20-29
2013,NORTH LAWNDALE,M,20-29
2013,GREATER GRAND CROSSING,M,0-19
2013,GREATER GRAND CROSSING,M,0-19
2013,WOODLAWN,M,20-29
2013,WOODLAWN,F,20-29
2013,BURNSIDE,M,40-49
2013,AUSTIN,F,20-29
2013,AUSTIN,M,20-29
2013,WEST PULLMAN,M,30-39
2013,HUMBOLDT PARK,M,20-29
2013,EAST GARFIELD PARK,M,30-39
2013,WEST GARFIELD PARK,M,30-39
2013,ENGLEWOOD,M,0-19
2013,WEST ENGLEWOOD,M,30-39
2013,SOUTH LAWNDALE,M,0-19
2013,WEST TOWN,M,20-29
2013,WEST TOWN,M,0-19
2013,GREATER GRAND CROSSING,M,40-49
2013,GREATER GRAND CROSSING,M,20-29
2013,GREATER GRAND CROSSING,M,20-29
2013,GREATER GRAND CROSSING,M,30-39
2013,HUMBOLDT PARK,M,0-19
2013,SOUTH LAWNDALE,M,20-29
2013,WASHINGTON HEIGHTS,M,20-29
2013,ASHBURN,M,20-29
2013,ASHBURN,F,0-19
2013,ASHBURN,M,0-19
2013,CHICAGO LAWN,M,20-29
2013,CHICAGO LAWN,M,20-29
2013,CHICAGO LAWN,M,0-19
2013,CHICAGO LAWN,M,0-19
2013,AUBURN GRESHAM,M,20-29
2013,GAGE PARK,M,30-39
2013,LOWER WEST SIDE,M,20-29
2013,NORTH LAWNDALE,M,20-29
2013,AUSTIN,F,0-19
2013,AUSTIN,M,20-29
2013,AUSTIN,M,20-29
2013,SOUTH LAWNDALE,M,20-29
2013,ROSELAND,M,30-39
2013,ROSELAND,M,30-39
2013,CHICAGO LAWN,M,20-29
2013,ROSELAND,M,0-19
2013,ROSELAND,F,0-19
2013,SOUTH DEERING,M,30-39
2013,GREATER GRAND CROSSING,M,20-29
2013,WEST ENGLEWOOD,M,50-59
2013,GREATER GRAND CROSSING,M,0-19
2013,SOUTH SHORE,M,20-29
2013,SOUTH SHORE,M,0-19
2013,GRAND BOULEVARD,M,20-29
2013,NORTH LAWNDALE,M,0-19
2013,NORTH LAWNDALE,M,UNKNOWN
2013,NORTH LAWNDALE,M,20-29
2013,ENGLEWOOD,M,0-19
2013,ASHBURN,M,40-49
2013,ASHBURN,M,20-29
2013,ASHBURN,F,0-19
2013,ASHBURN,M,0-19
2013,WASHINGTON PARK,M,60-69
2013,BRIGHTON PARK,M,0-19
2013,ENGLEWOOD,M,30-39
2013,ENGLEWOOD,M,30-39
2013,WEST ENGLEWOOD,M,40-49
2013,CHICAGO LAWN,M,30-39
2013,CALUMET HEIGHTS,M,20-29
2013,AUSTIN,M,30-39
2013,AUBURN GRESHAM,M,20-29
2013,ROGERS PARK,M,30-39
2013,NORTH LAWNDALE,M,20-29
2013,WASHINGTON HEIGHTS,F,0-19
2013,WASHINGTON HEIGHTS,M,0-19
2013,SOUTH SHORE,M,0-19
2013,SOUTH SHORE,M,0-19
2013,GAGE PARK,M,0-19
2013,WOODLAWN,M,20-29
2013,ENGLEWOOD,M,20-29
2013,ENGLEWOOD,M,20-29
2013,ENGLEWOOD,F,0-19
2013,ENGLEWOOD,UNKNOWN,UNKNOWN
2013,ENGLEWOOD,UNKNOWN,UNKNOWN
2013,UPTOWN,M,20-29
2013,UPTOWN,F,20-29
2013,WEST ENGLEWOOD,M,20-29
2013,AVALON PARK,F,60-69
2013,AUSTIN,M,30-39
2013,WEST PULLMAN,M,20-29
2013,WEST GARFIELD PARK,M,30-39
2013,EAST GARFIELD PARK,M,20-29
2013,WEST ENGLEWOOD,M,20-29
2013,AUSTIN,M,30-39
2013,SOUTH LAWNDALE,M,30-39
2013,SOUTH LAWNDALE,M,20-29
2013,EAST GARFIELD PARK,M,0-19
2013,EAST GARFIELD PARK,M,20-29
2013,MCKINLEY PARK,M,0-19
2013,ROSELAND,M,20-29
2013,GAGE PARK,M,0-19
2013,UPTOWN,M,20-29
2013,AUSTIN,M,20-29
2013,WEST ENGLEWOOD,M,0-19
2013,WEST ENGLEWOOD,M,20-29
2013,WEST ENGLEWOOD,M,20-29
2013,PORTAGE PARK,M,0-19
2013,SOUTH SHORE,M,0-19
2013,WEST ENGLEWOOD,M,20-29
2013,WOODLAWN,M,20-29
2013,CHICAGO LAWN,M,30-39
2013,SOUTH SHORE,M,30-39
2013,WEST ENGLEWOOD,M,20-29
2013,NEW CITY,M,0-19
2013,CALUMET HEIGHTS,F,30-39
2013,ENGLEWOOD,M,0-19
2013,EAST GARFIELD PARK,M,20-29
2013,EAST GARFIELD PARK,M,20-29
2013,CHICAGO LAWN,M,50-59
2013,WEST PULLMAN,F,20-29
2013,WEST PULLMAN,M,30-39
2013,WEST PULLMAN,M,40-49
2013,GAGE PARK,M,0-19
2013,GAGE PARK,M,0-19
2013,WOODLAWN,M,0-19
2013,WEST PULLMAN,M,20-29
2013,LOWER WEST SIDE,M,30-39
2013,GREATER GRAND CROSSING,M,30-39
2013,GREATER GRAND CROSSING,M,20-29
2013,UPTOWN,M,20-29
2013,HUMBOLDT PARK,M,20-29
2013,HUMBOLDT PARK,M,0-19
2013,NEW CITY,M,40-49
2013,SOUTH SHORE,M,0-19
2013,SOUTH SHORE,M,0-19
2013,WEST GARFIELD PARK,M,0-19
2013,GREATER GRAND CROSSING,M,0-19
2013,EAST GARFIELD PARK,M,30-39
2013,NEW CITY,M,40-49
2013,GREATER GRAND CROSSING,M,40-49
2013,ROSELAND,M,20-29
2013,ROSELAND,M,0-19
2013,AUSTIN,M,20-29
2013,WEST LAWN,M,20-29
2013,WEST ENGLEWOOD,M,20-29
2013,PULLMAN,M,20-29
2013,WEST ENGLEWOOD,M,0-19
2013,ROGERS PARK,M,20-29
2013,CALUMET HEIGHTS,M,20-29
2013,NORTH LAWNDALE,M,20-29
2013,NORTH LAWNDALE,M,0-19
2013,AVALON PARK,M,0-19
2013,LOGAN SQUARE,M,20-29
2013,AUSTIN,M,30-39
2013,AUBURN GRESHAM,M,0-19
2013,WEST LAWN,M,0-19
2013,WEST PULLMAN,M,0-19
2013,NEAR WEST SIDE,F,20-29
2013,NEAR WEST SIDE,F,20-29
2013,NEAR WEST SIDE,F,0-19
2013,NEW CITY,M,20-29
2013,CHICAGO LAWN,M,20-29
2013,ENGLEWOOD,M,20-29
2013,AUBURN GRESHAM,M,0-19
2013,LINCOLN SQUARE,M,0-19
2013,WEST GARFIELD PARK,M,20-29
2013,WEST ENGLEWOOD,M,0-19
2013,SOUTH CHICAGO,F,50-59
2013,GREATER GRAND CROSSING,M,30-39
2013,GRAND BOULEVARD,M,30-39
2013,ENGLEWOOD,M,20-29
2013,AUBURN GRESHAM,M,30-39
2013,GRAND BOULEVARD,M,40-49
2013,GRAND BOULEVARD,M,0-19
2013,GRAND BOULEVARD,M,0-19
2013,GRAND BOULEVARD,F,0-19
2013,ROSELAND,M,30-39
2013,WEST PULLMAN,M,20-29
2013,WEST PULLMAN,M,20-29
2013,MORGAN PARK,M,20-29
2013,WEST ENGLEWOOD,M,20-29
2013,HEGEWISCH,M,50-59
2013,WEST PULLMAN,F,0-19
2013,AUSTIN,M,30-39
2013,AUSTIN,M,50-59
2013,AUSTIN,M,20-29
2013,ENGLEWOOD,F,50-59
2013,GREATER GRAND CROSSING,F,50-59
2013,WEST ENGLEWOOD,M,30-39
2013,LOGAN SQUARE,M,40-49
2013,WEST PULLMAN,F,0-19
2013,WEST PULLMAN,F,20-29
2013,NEAR NORTH SIDE,F,40-49
2013,NEAR NORTH SIDE,M,40-49
2013,SOUTH SHORE,M,0-19
2013,NEW CITY,M,0-19
2013,EDGEWATER,M,0-19
2013,LOGAN SQUARE,M,20-29
2013,HYDE PARK,M,20-29
2013,HUMBOLDT PARK,M,20-29
2013,HUMBOLDT PARK,M,0-19
2013,HUMBOLDT PARK,M,20-29
2013,HUMBOLDT PARK,M,20-29
2013,AUSTIN,M,0-19
2013,AUSTIN,M,0-19
2013,GREATER GRAND CROSSING,M,0-19
2013,GREATER GRAND CROSSING,F,0-19
2013,HUMBOLDT PARK,M,20-29
2013,HUMBOLDT PARK,M,20-29
2013,LOOP,M,50-59
2013,LOOP,M,30-39
2013,SOUTH CHICAGO,M,0-19
2013,NORTH LAWNDALE,M,30-39
2013,SOUTH SHORE,M,50-59
2013,CHICAGO LAWN,M,30-39
2013,CHICAGO LAWN,M,20-29
2013,CHICAGO LAWN,M,20-29
2013,WOODLAWN,M,30-39
2013,WEST PULLMAN,M,30-39
2013,ALBANY PARK,M,20-29
2013,NEW CITY,M,0-19
2013,WEST ENGLEWOOD,M,20-29
2013,NEAR WEST SIDE,M,30-39
2013,AUSTIN,F,0-19
2013,AUSTIN,F,0-19
2013,AUSTIN,F,0-19
2013,AUSTIN,M,0-19
2013,DOUGLAS,M,0-19
2013,WASHINGTON HEIGHTS,M,50-59
2013,ALBANY PARK,F,0-19
2013,ALBANY PARK,M,0-19
2013,WEST PULLMAN,M,20-29
2013,AVONDALE,F,20-29
2013,MORGAN PARK,M,20-29
2013,HUMBOLDT PARK,M,30-39
2013,SOUTH LAWNDALE,F,20-29
2013,EAST GARFIELD PARK,M,20-29
2013,WEST PULLMAN,M,40-49
2013,WEST PULLMAN,F,50-59
2013,AUSTIN,M,50-59
2013,ENGLEWOOD,F,20-29
2013,ENGLEWOOD,F,30-39
2013,ENGLEWOOD,M,30-39
2013,WOODLAWN,M,20-29
2013,AUSTIN,M,20-29
2013,HUMBOLDT PARK,M,20-29
2013,EAST GARFIELD PARK,M,40-49
2013,NORTH LAWNDALE,F,20-29
2013,NORTH LAWNDALE,F,20-29
2013,NORTH LAWNDALE,M,30-39
2013,WEST PULLMAN,M,30-39
2013,WEST ENGLEWOOD,M,0-19
2013,BELMONT CRAGIN,M,0-19
2013,AUSTIN,M,40-49
2013,GREATER GRAND CROSSING,M,0-19
2013,WEST PULLMAN,M,20-29
2013,WEST PULLMAN,M,20-29
2013,AUBURN GRESHAM,M,0-19
2013,AUBURN GRESHAM,M,20-29
2013,WOODLAWN,M,0-19
2013,WOODLAWN,M,20-29
2013,SOUTH SHORE,F,20-29
2013,AUBURN GRESHAM,M,30-39
2013,SOUTH SHORE,M,20-29
2013,SOUTH LAWNDALE,M,0-19
2013,HUMBOLDT PARK,F,0-19
2013,SOUTH LAWNDALE,M,30-39
2013,BEVERLY,M,30-39
2013,HUMBOLDT PARK,M,0-19
2013,AUBURN GRESHAM,M,0-19
2013,WEST GARFIELD PARK,F,20-29
2013,WOODLAWN,M,30-39
2013,ENGLEWOOD,M,20-29
2013,AUBURN GRESHAM,M,0-19
2013,WASHINGTON HEIGHTS,M,20-29
2013,LOGAN SQUARE,M,50-59
2013,LOGAN SQUARE,F,30-39
2013,SOUTH CHICAGO,M,0-19
2013,SOUTH SHORE,M,20-29
2013,SOUTH SHORE,M,0-19
2013,NORTH LAWNDALE,M,30-39
2013,ROSELAND,M,20-29
2013,MORGAN PARK,M,20-29
2013,GRAND BOULEVARD,F,20-29
2013,GRAND BOULEVARD,F,40-49
2013,GRAND BOULEVARD,M,0-19
2013,CHATHAM,M,0-19
2013,AUBURN GRESHAM,M,20-29
2013,NORTH LAWNDALE,M,0-19
2013,AUBURN GRESHAM,M,0-19
2013,AUBURN GRESHAM,M,0-19
2013,ENGLEWOOD,M,20-29
2013,AUBURN GRESHAM,M,0-19
2013,SOUTH SHORE,F,80+
2013,SOUTH SHORE,M,20-29
2013,GREATER GRAND CROSSING,M,0-19
2013,CHATHAM,M,40-49
2013,CHICAGO LAWN,M,0-19
2013,CHICAGO LAWN,M,0-19
2013,HUMBOLDT PARK,F,20-29
2013,WEST ENGLEWOOD,M,30-39
2013,WEST ENGLEWOOD,M,20-29
2013,WEST ENGLEWOOD,M,20-29
2013,HUMBOLDT PARK,M,0-19
2013,CHICAGO LAWN,M,20-29
2013,CHICAGO LAWN,M,0-19
2013,WEST PULLMAN,F,0-19
2013,AVONDALE,M,20-29
2013,NORTH LAWNDALE,M,0-19
2013,GARFIELD RIDGE,M,20-29
2013,WASHINGTON HEIGHTS,M,40-49
2013,WEST GARFIELD PARK,M,50-59
2013,SOUTH DEERING,M,0-19
2013,CHICAGO LAWN,M,20-29
2013,CHICAGO LAWN,M,0-19
2013,CHICAGO LAWN,M,20-29
2013,CHICAGO LAWN,M,20-29
2013,GRAND BOULEVARD,M,0-19
2013,BRIGHTON PARK,M,50-59
2013,CALUMET HEIGHTS,M,20-29
2013,NEW CITY,M,30-39
2013,BELMONT CRAGIN,M,40-49
2013,WOODLAWN,M,0-19
2013,NEAR WEST SIDE,M,30-39
2013,WEST ENGLEWOOD,M,20-29
2013,WEST ENGLEWOOD,M,20-29
2013,WEST ENGLEWOOD,M,30-39
2013,WASHINGTON PARK,M,40-49
2013,IRVING PARK,F,20-29
2013,WEST PULLMAN,M,20-29
2013,WEST ENGLEWOOD,M,0-19
2013,AUBURN GRESHAM,F,30-39
2013,CHICAGO LAWN,F,30-39
2013,WEST ENGLEWOOD,F,40-49
2013,HUMBOLDT PARK,M,20-29
2013,GREATER GRAND CROSSING,M,20-29
2013,WEST PULLMAN,M,20-29
2013,AUBURN GRESHAM,M,20-29
2013,CHICAGO LAWN,M,20-29
2013,AUSTIN,M,0-19
2013,LOWER WEST SIDE,M,20-29
2013,NORTH LAWNDALE,M,20-29
2013,SOUTH SHORE,M,20-29
2013,GREATER GRAND CROSSING,M,0-19
2013,NEW CITY,M,20-29
2013,NEW CITY,M,20-29
2013,NEAR WEST SIDE,M,0-19
2013,NEAR WEST SIDE,M,20-29
2013,NEAR WEST SIDE,M,0-19
2013,NEAR NORTH SIDE,F,20-29
2013,WASHINGTON PARK,M,20-29
2013,GRAND BOULEVARD,F,0-19
2013,SOUTH SHORE,M,0-19
2013,SOUTH SHORE,M,20-29
2013,SOUTH SHORE,M,20-29
2013,SOUTH SHORE,M,20-29
2013,ROSELAND,M,40-49
2013,ROSELAND,M,0-19
2013,ROSELAND,M,40-49
2013,UPTOWN,M,20-29
2013,ENGLEWOOD,M,30-39
2013,NEAR NORTH SIDE,M,20-29
2013,AUBURN GRESHAM,M,20-29
2013,HYDE PARK,M,30-39
2013,HYDE PARK,M,20-29
2013,ROGERS PARK,M,20-29
2013,NEW CITY,M,20-29
2013,ROSELAND,M,40-49
2013,NEAR WEST SIDE,M,40-49
2013,WEST TOWN,M,30-39
2013,AUBURN GRESHAM,M,30-39
2013,WEST TOWN,M,30-39
2013,WEST TOWN,M,20-29
2013,NEAR WEST SIDE,M,0-19
2013,HUMBOLDT PARK,M,20-29
2013,AUSTIN,M,20-29
2013,AVONDALE,M,20-29
2013,SOUTH DEERING,M,0-19
2013,GREATER GRAND CROSSING,F,0-19
2013,CHICAGO LAWN,M,40-49
2013,SOUTH LAWNDALE,M,20-29
2013,SOUTH LAWNDALE,M,20-29
2013,ENGLEWOOD,M,0-19
2013,AUSTIN,M,0-19
2013,GREATER GRAND CROSSING,M,0-19
2013,CHICAGO LAWN,M,0-19
2013,WEST PULLMAN,M,30-39
2013,AUSTIN,M,40-49
2013,AUBURN GRESHAM,M,20-29
2013,SOUTH LAWNDALE,M,20-29
2013,WEST PULLMAN,M,30-39
2013,AUSTIN,M,30-39
2013,WEST ENGLEWOOD,M,40-49
2013,WEST ENGLEWOOD,M,30-39
2013,WEST PULLMAN,M,50-59
2013,ENGLEWOOD,M,20-29
2013,SOUTH LAWNDALE,M,20-29
2013,SOUTH LAWNDALE,M,20-29
2013,ROSELAND,F,20-29
2013,BRIGHTON PARK,M,20-29
2013,GRAND BOULEVARD,M,0-19
2013,AUSTIN,M,30-39
2013,AUBURN GRESHAM,M,20-29
2013,AUBURN GRESHAM,M,20-29
2013,ENGLEWOOD,M,30-39
2013,ENGLEWOOD,M,30-39
2013,ENGLEWOOD,M,0-19
2013,ENGLEWOOD,M,30-39
2013,NEW CITY,M,20-29
2013,CALUMET HEIGHTS,M,0-19
2013,CALUMET HEIGHTS,M,0-19
2013,ROSELAND,M,20-29
2013,LAKE VIEW,M,20-29
2013,EAST GARFIELD PARK,M,20-29
2013,IRVING PARK,M,20-29
2013,CHICAGO LAWN,M,0-19
2013,WASHINGTON PARK,M,20-29
2013,WOODLAWN,M,20-29
2013,IRVING PARK,M,30-39
2013,NEW CITY,M,20-29
2013,AUSTIN,M,30-39
2013,WASHINGTON HEIGHTS,M,20-29
2013,WEST ENGLEWOOD,M,30-39
2013,IRVING PARK,M,30-39
2013,WEST PULLMAN,M,30-39
2013,WOODLAWN,M,0-19
2013,WEST PULLMAN,M,0-19
2013,WEST PULLMAN,M,0-19
2013,AUSTIN,M,20-29
2013,EAST GARFIELD PARK,M,40-49
2013,HUMBOLDT PARK,M,20-29
2013,NEAR NORTH SIDE,M,20-29
2013,GREATER GRAND CROSSING,M,40-49
2013,LOWER WEST SIDE,M,50-59
2013,WEST RIDGE,M,30-39
2013,MORGAN PARK,M,20-29
2013,CHICAGO LAWN,M,30-39
2013,WEST PULLMAN,M,20-29
2013,WEST PULLMAN,M,20-29
2013,EAST GARFIELD PARK,M,20-29
2013,WEST ENGLEWOOD,M,0-19
2013,HUMBOLDT PARK,M,30-39
2013,HUMBOLDT PARK,M,30-39
2013,NORTH LAWNDALE,M,0-19
2013,OAKLAND,M,0-19
2013,GREATER GRAND CROSSING,M,30-39
2013,GREATER GRAND CROSSING,M,20-29
2013,GREATER GRAND CROSSING,M,30-39
2013,BELMONT CRAGIN,M,30-39
2013,WEST TOWN,M,30-39
2013,AUSTIN,M,20-29
2013,GARFIELD RIDGE,M,0-19
2013,GARFIELD RIDGE,M,20-29
2013,HUMBOLDT PARK,M,0-19
2013,WASHINGTON HEIGHTS,M,0-19
2013,AUSTIN,M,30-39
2013,WASHINGTON HEIGHTS,M,20-29
2013,AUBURN GRESHAM,M,30-39
2013,HUMBOLDT PARK,M,20-29
2013,HUMBOLDT PARK,M,0-19
2013,IRVING PARK,M,20-29
2013,IRVING PARK,M,0-19
2013,EAST GARFIELD PARK,M,20-29
2013,SOUTH CHICAGO,M,30-39
2013,WASHINGTON PARK,M,20-29
2013,WASHINGTON PARK,F,20-29
2013,WASHINGTON PARK,M,20-29
2013,CHICAGO LAWN,M,0-19
2013,WASHINGTON HEIGHTS,M,30-39
2013,GREATER GRAND CROSSING,M,50-59
2013,GREATER GRAND CROSSING,M,20-29
2013,GREATER GRAND CROSSING,F,0-19
2013,WEST RIDGE,F,0-19
2013,UPTOWN,M,20-29
2013,WEST PULLMAN,M,0-19
2013,WEST PULLMAN,M,30-39
2013,LOGAN SQUARE,M,60-69
2013,GREATER GRAND CROSSING,M,20-29
2013,AUBURN GRESHAM,M,30-39
2013,ROGERS PARK,M,20-29
2013,ROGERS PARK,M,0-19
2013,CHICAGO LAWN,M,0-19
2013,AUSTIN,M,0-19
2013,AUSTIN,M,20-29
2013,SOUTH SHORE,M,30-39
2013,MCKINLEY PARK,M,0-19
2013,MCKINLEY PARK,M,0-19
2013,GRAND BOULEVARD,M,20-29
2013,LOWER WEST SIDE,M,0-19
2013,GAGE PARK,M,0-19
2013,WOODLAWN,M,20-29
2013,CHATHAM,M,20-29
2013,SOUTH CHICAGO,M,20-29
2013,SOUTH CHICAGO,F,0-19
2013,AUSTIN,M,30-39
2013,AUSTIN,M,20-29
2013,AUSTIN,M,0-19
2013,WEST ENGLEWOOD,M,30-39
2013,ROSELAND,M,0-19
2013,EDGEWATER,M,30-39
2013,AUSTIN,M,20-29
2013,ENGLEWOOD,M,30-39
2013,SOUTH CHICAGO,M,20-29
2013,AUBURN GRESHAM,M,30-39
2013,BRIGHTON PARK,M,30-39
2013,CALUMET HEIGHTS,M,20-29
2013,AVONDALE,M,30-39
2013,NORTH LAWNDALE,M,0-19
2013,ENGLEWOOD,M,30-39
2013,SOUTH CHICAGO,M,20-29
2013,SOUTH SHORE,M,20-29
2013,GRAND BOULEVARD,M,0-19
2013,GREATER GRAND CROSSING,M,20-29
2013,SOUTH LAWNDALE,M,20-29
2013,WEST PULLMAN,M,50-59
2013,WEST ENGLEWOOD,M,30-39
2013,SOUTH LAWNDALE,M,20-29
2013,AUSTIN,M,20-29
2013,IRVING PARK,M,40-49
2013,LOWER WEST SIDE,M,0-19
2013,WEST ENGLEWOOD,M,20-29
2013,WEST ENGLEWOOD,M,20-29
2013,WEST ENGLEWOOD,M,20-29
2013,NEAR WEST SIDE,M,30-39
2013,NEAR WEST SIDE,M,0-19
2013,NEAR WEST SIDE,M,30-39
2013,NEAR WEST SIDE,M,20-29
2013,SOUTH SHORE,M,30-39
2013,SOUTH DEERING,M,20-29
2013,WASHINGTON PARK,M,30-39
2013,WASHINGTON PARK,M,0-19
2013,WEST ENGLEWOOD,M,20-29
2013,WEST GARFIELD PARK,F,0-19
2013,GREATER GRAND CROSSING,M,30-39
2013,ROSELAND,M,40-49
2013,WEST ENGLEWOOD,M,20-29
2013,SOUTH CHICAGO,M,20-29
2013,SOUTH CHICAGO,M,20-29
2013,LOGAN SQUARE,M,20-29
2013,NORTH LAWNDALE,M,20-29
2013,SOUTH SHORE,M,30-39
2013,SOUTH SHORE,M,20-29
2013,HUMBOLDT PARK,F,20-29
2013,EAST GARFIELD PARK,M,0-19
2013,NORTH LAWNDALE,M,0-19
2013,NORTH LAWNDALE,M,0-19
2013,GREATER GRAND CROSSING,M,0-19
2013,AUBURN GRESHAM,M,20-29
2013,WEST PULLMAN,M,0-19
2013,AVONDALE,M,20-29
2013,ENGLEWOOD,M,0-19
2013,SOUTH SHORE,M,30-39
2013,EAST GARFIELD PARK,M,20-29
2013,AUSTIN,M,0-19
2013,NEAR WEST SIDE,M,20-29
2013,MORGAN PARK,M,20-29
2013,AUSTIN,M,0-19
2013,HUMBOLDT PARK,M,0-19
2013,AUSTIN,M,20-29
2013,AUSTIN,M,20-29
2013,CHATHAM,F,40-49
2013,MCKINLEY PARK,M,0-19
2013,CHICAGO LAWN,M,30-39
2013,SOUTH SHORE,F,20-29
2013,MORGAN PARK,M,40-49
2013,BELMONT CRAGIN,M,30-39
2013,MCKINLEY PARK,M,30-39
2013,SOUTH SHORE,M,20-29
2013,SOUTH LAWNDALE,M,20-29
2013,ROGERS PARK,M,0-19
2013,ROGERS PARK,M,20-29
2013,HUMBOLDT PARK,M,20-29
2013,GREATER GRAND CROSSING,M,20-29
2013,PORTAGE PARK,M,30-39
2013,SOUTH SHORE,M,40-49
2013,CHICAGO LAWN,M,20-29
2013,CHATHAM,M,0-19
2013,ALBANY PARK,M,20-29
2013,MORGAN PARK,F,0-19
2013,AUBURN GRESHAM,M,20-29
2013,AUBURN GRESHAM,M,20-29
2013,AUBURN GRESHAM,M,20-29
2013,AUBURN GRESHAM,M,20-29
2013,AUBURN GRESHAM,M,20-29
2013,AUBURN GRESHAM,F,0-19
2013,AUBURN GRESHAM,M,30-39
2013,LOGAN SQUARE,M,30-39
2013,BELMONT CRAGIN,M,0-19
2013,WEST ENGLEWOOD,M,20-29
2013,ENGLEWOOD,M,0-19
2013,AUBURN GRESHAM,M,0-19
2013,ALBANY PARK,M,20-29
2013,NORTH CENTER,M,0-19
2013,NORTH CENTER,M,0-19
2013,NORTH LAWNDALE,M,20-29
2013,NORTH LAWNDALE,M,20-29
2013,SOUTH LAWNDALE,M,0-19
2013,EAST GARFIELD PARK,M,40-49
2013,LOWER WEST SIDE,F,20-29
2013,BRIGHTON PARK,M,20-29
2013,GAGE PARK,M,0-19
2013,AUSTIN,M,20-29
2013,ROGERS PARK,M,0-19
2013,GRAND BOULEVARD,M,30-39
